data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2024-05-08,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",moderada,33.4,19.1,86.0
2022-05-07,incêndio urbano,M'Boi Mirim,"Incêndio urbano no bairro M'Boi Mirim, mobilizando equipes para conter as chamas em área residencial.",moderada,16.5,33.3,30.8
2023-11-24,risco estrutural,Penha,"Avaliação de risco estrutural em imóvel no bairro Penha, com possibilidade de colapso parcial.",alta,57.7,23.4,82.2
2022-01-09,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",moderada,91.9,28.2,89.6
2024-07-25,árvore caída,Vila Madalena,"Queda de árvore no bairro Vila Madalena, obstruindo parcialmente a via e oferecendo risco à população.",leve,3.9,16.3,86.7
2022-01-06,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",leve,109.6,36.8,35.5
2023-03-07,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",alta,75.2,36.6,32.2
2024-11-08,vendaval,Penha,"Vendaval atingiu o bairro Penha, derrubando estruturas leves e causando falta de energia na região.",leve,55.1,27.3,74.0
2022-12-26,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",alta,74.7,31.6,86.5
2023-01-11,árvore caída,Vila Prudente,"Queda de árvore no bairro Vila Prudente, obstruindo parcialmente a via e oferecendo risco à população.",alta,40.0,27.8,61.6
2022-05-21,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",alta,24.6,30.4,28.5
2023-07-30,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",moderada,18.4,24.4,76.6
2022-06-04,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",leve,74.2,25.1,81.2
2022-01-12,árvore caída,Lapa,"Queda de árvore no bairro Lapa, obstruindo parcialmente a via e oferecendo risco à população.",moderada,120.3,28.5,71.2
2022-01-23,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",crítica,90.8,25.7,92.4
2023-02-18,vendaval,Cidade Tiradentes,"Vendaval atingiu o bairro Cidade Tiradentes, derrubando estruturas leves e causando falta de energia na região.",leve,59.7,23.8,75.9
2022-08-15,incêndio urbano,Bela Vista,"Incêndio urbano no bairro Bela Vista, mobilizando equipes para conter as chamas em área residencial.",alta,12.2,31.4,30.0
2023-06-14,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",moderada,27.4,15.2,86.2
2022-07-08,árvore caída,Vila Mariana,"Queda de árvore no bairro Vila Mariana, obstruindo parcialmente a via e oferecendo risco à população.",leve,-2.3,17.6,77.3
2022-04-04,deslizamento,Bela Vista,"Deslizamento de encosta registrado no bairro Bela Vista, afetando moradias e bloqueando vias locais.",alta,50.8,25.5,90.1
2023-09-08,incêndio urbano,Vila Prudente,"Incêndio urbano no bairro Vila Prudente, mobilizando equipes para conter as chamas em área residencial.",leve,43.0,30.3,39.1
2023-07-11,incêndio urbano,Bela Vista,"Incêndio urbano no bairro Bela Vista, mobilizando equipes para conter as chamas em área residencial.",leve,11.4,32.2,28.8
2023-08-08,risco estrutural,Campo Limpo,"Avaliação de risco estrutural em imóvel no bairro Campo Limpo, com possibilidade de colapso parcial.",leve,8.1,24.5,77.7
2024-12-12,incêndio urbano,Jaçanã,"Incêndio urbano no bairro Jaçanã, mobilizando equipes para conter as chamas em área residencial.",crítica,104.4,33.7,33.2
2024-08-19,vendaval,Liberdade,"Vendaval atingiu o bairro Liberdade, derrubando estruturas leves e causando falta de energia na região.",alta,-4.3,22.8,73.5
2022-06-27,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",leve,22.2,35.6,27.0
2024-06-14,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",leve,45.4,18.9,82.3
2024-07-05,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",moderada,95.0,20.1,86.4
2024-10-04,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",alta,82.8,32.7,35.1
2024-04-01,deslizamento,Jaçanã,"Deslizamento de encosta registrado no bairro Jaçanã, afetando moradias e bloqueando vias locais.",crítica,102.1,23.8,86.5
2024-06-10,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",leve,119.1,19.9,89.2
2024-06-21,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",crítica,69.1,16.5,81.9
2024-03-07,deslizamento,Liberdade,"Deslizamento de encosta registrado no bairro Liberdade, afetando moradias e bloqueando vias locais.",moderada,86.3,25.5,94.6
2023-06-08,deslizamento,Santo Amaro,"Deslizamento de encosta registrado no bairro Santo Amaro, afetando moradias e bloqueando vias locais.",moderada,62.6,20.7,93.7
2024-12-22,árvore caída,M'Boi Mirim,"Queda de árvore no bairro M'Boi Mirim, obstruindo parcialmente a via e oferecendo risco à população.",alta,56.1,27.6,72.9
2023-08-30,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",leve,81.6,25.3,83.5
2023-05-15,deslizamento,Mooca,"Deslizamento de encosta registrado no bairro Mooca, afetando moradias e bloqueando vias locais.",alta,51.8,18.9,93.3
2024-08-02,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",leve,24.2,20.0,92.8
2022-08-02,vendaval,M'Boi Mirim,"Vendaval atingiu o bairro M'Boi Mirim, derrubando estruturas leves e causando falta de energia na região.",moderada,41.6,24.3,77.5
2023-05-06,deslizamento,Vila Madalena,"Deslizamento de encosta registrado no bairro Vila Madalena, afetando moradias e bloqueando vias locais.",alta,44.3,21.1,87.0
2024-06-24,deslizamento,Bela Vista,"Deslizamento de encosta registrado no bairro Bela Vista, afetando moradias e bloqueando vias locais.",alta,69.0,20.9,91.9
2022-09-04,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",leve,90.0,20.0,90.7
2023-09-14,risco estrutural,Bela Vista,"Avaliação de risco estrutural em imóvel no bairro Bela Vista, com possibilidade de colapso parcial.",leve,27.4,21.2,79.3
2024-04-07,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",alta,98.7,21.5,88.6
2023-07-12,vendaval,Santana,"Vendaval atingiu o bairro Santana, derrubando estruturas leves e causando falta de energia na região.",alta,36.6,18.7,93.0
2024-08-20,incêndio urbano,Vila Prudente,"Incêndio urbano no bairro Vila Prudente, mobilizando equipes para conter as chamas em área residencial.",moderada,29.0,33.1,37.0
2024-11-06,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",leve,39.3,23.6,73.3
2022-03-08,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",moderada,45.5,21.7,85.2
2022-06-28,risco estrutural,Lapa,"Avaliação de risco estrutural em imóvel no bairro Lapa, com possibilidade de colapso parcial.",alta,25.0,20.3,88.3
2024-03-23,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",leve,80.3,25.1,77.8
2024-03-22,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",leve,51.6,20.2,77.6
2022-08-15,risco estrutural,São Mateus,"Avaliação de risco estrutural em imóvel no bairro São Mateus, com possibilidade de colapso parcial.",crítica,38.3,21.0,75.6
2022-12-21,árvore caída,Parelheiros,"Queda de árvore no bairro Parelheiros, obstruindo parcialmente a via e oferecendo risco à população.",moderada,118.2,25.2,74.7
2022-08-30,alagamento,Mooca,"Alagamento em via pública no bairro Mooca, causando transtornos no trânsito e riscos aos pedestres.",leve,68.6,21.1,82.8
2024-10-12,árvore caída,Parelheiros,"Queda de árvore no bairro Parelheiros, obstruindo parcialmente a via e oferecendo risco à população.",leve,42.7,28.5,69.2
2024-04-11,vendaval,Mooca,"Vendaval atingiu o bairro Mooca, derrubando estruturas leves e causando falta de energia na região.",leve,22.2,19.9,86.6
2024-09-03,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",leve,38.1,22.6,79.5
2024-01-26,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",moderada,72.5,27.0,94.7
2023-09-24,risco estrutural,São Mateus,"Avaliação de risco estrutural em imóvel no bairro São Mateus, com possibilidade de colapso parcial.",moderada,40.8,25.3,69.7
2024-11-22,vendaval,Freguesia do Ó,"Vendaval atingiu o bairro Freguesia do Ó, derrubando estruturas leves e causando falta de energia na região.",crítica,62.8,27.6,76.4
2022-10-11,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",moderada,51.6,34.7,59.4
2023-11-02,alagamento,Tremembé,"Alagamento em via pública no bairro Tremembé, causando transtornos no trânsito e riscos aos pedestres.",leve,84.1,26.0,86.0
2022-03-31,árvore caída,Vila Prudente,"Queda de árvore no bairro Vila Prudente, obstruindo parcialmente a via e oferecendo risco à população.",moderada,61.1,25.1,79.8
2022-06-25,vendaval,Campo Limpo,"Vendaval atingiu o bairro Campo Limpo, derrubando estruturas leves e causando falta de energia na região.",leve,11.0,24.6,80.1
2022-06-25,vendaval,Itaquera,"Vendaval atingiu o bairro Itaquera, derrubando estruturas leves e causando falta de energia na região.",leve,39.6,18.8,81.1
2024-11-26,árvore caída,Brasilândia,"Queda de árvore no bairro Brasilândia, obstruindo parcialmente a via e oferecendo risco à população.",moderada,96.9,22.1,80.8
2023-09-19,risco estrutural,Brasilândia,"Avaliação de risco estrutural em imóvel no bairro Brasilândia, com possibilidade de colapso parcial.",crítica,84.9,24.2,75.8
2023-03-02,deslizamento,Sé,"Deslizamento de encosta registrado no bairro Sé, afetando moradias e bloqueando vias locais.",leve,71.5,21.3,82.7
2022-04-28,risco estrutural,M'Boi Mirim,"Avaliação de risco estrutural em imóvel no bairro M'Boi Mirim, com possibilidade de colapso parcial.",moderada,45.8,28.9,51.9
2023-04-22,alagamento,Casa Verde,"Alagamento em via pública no bairro Casa Verde, causando transtornos no trânsito e riscos aos pedestres.",alta,75.3,18.9,86.0
2024-10-24,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",leve,87.0,36.4,37.0
2023-11-17,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",leve,68.9,26.1,68.7
2024-05-27,alagamento,Vila Mariana,"Alagamento em via pública no bairro Vila Mariana, causando transtornos no trânsito e riscos aos pedestres.",moderada,118.5,22.4,81.3
2022-08-05,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",moderada,85.8,23.6,89.7
2023-12-13,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",moderada,110.1,28.5,58.6
2024-11-21,vendaval,Jardins,"Vendaval atingiu o bairro Jardins, derrubando estruturas leves e causando falta de energia na região.",leve,27.9,25.3,71.7
2024-08-18,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",leve,64.7,21.5,89.5
2023-05-13,vendaval,Jaçanã,"Vendaval atingiu o bairro Jaçanã, derrubando estruturas leves e causando falta de energia na região.",moderada,16.7,18.3,90.1
2023-04-05,vendaval,Vila Prudente,"Vendaval atingiu o bairro Vila Prudente, derrubando estruturas leves e causando falta de energia na região.",moderada,54.0,20.8,81.1
2023-04-25,risco estrutural,Brasilândia,"Avaliação de risco estrutural em imóvel no bairro Brasilândia, com possibilidade de colapso parcial.",leve,23.0,30.3,56.6
2023-03-28,vendaval,Butantã,"Vendaval atingiu o bairro Butantã, derrubando estruturas leves e causando falta de energia na região.",moderada,74.7,25.7,73.6
2022-02-22,incêndio urbano,Mooca,"Incêndio urbano no bairro Mooca, mobilizando equipes para conter as chamas em área residencial.",leve,52.6,36.6,26.2
2024-07-26,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",leve,22.2,18.1,95.0
2023-03-28,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",moderada,76.2,21.5,91.8
2022-11-06,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",crítica,71.1,30.5,91.6
2024-04-09,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",alta,57.7,16.3,89.1
2022-11-04,árvore caída,Ipiranga,"Queda de árvore no bairro Ipiranga, obstruindo parcialmente a via e oferecendo risco à população.",leve,101.1,24.0,67.0
2023-06-22,árvore caída,Parelheiros,"Queda de árvore no bairro Parelheiros, obstruindo parcialmente a via e oferecendo risco à população.",leve,16.2,17.2,91.1
2023-08-12,incêndio urbano,Mooca,"Incêndio urbano no bairro Mooca, mobilizando equipes para conter as chamas em área residencial.",crítica,37.3,34.6,27.4
2023-03-14,incêndio urbano,Mooca,"Incêndio urbano no bairro Mooca, mobilizando equipes para conter as chamas em área residencial.",alta,72.1,37.2,38.2
2023-05-28,vendaval,Penha,"Vendaval atingiu o bairro Penha, derrubando estruturas leves e causando falta de energia na região.",alta,66.1,21.0,86.1
2024-04-26,incêndio urbano,Ipiranga,"Incêndio urbano no bairro Ipiranga, mobilizando equipes para conter as chamas em área residencial.",moderada,29.9,37.1,27.5
2022-03-07,risco estrutural,Santana,"Avaliação de risco estrutural em imóvel no bairro Santana, com possibilidade de colapso parcial.",alta,65.7,23.5,76.5
2022-05-07,árvore caída,Cidade Tiradentes,"Queda de árvore no bairro Cidade Tiradentes, obstruindo parcialmente a via e oferecendo risco à população.",leve,55.5,17.1,87.0
2023-12-11,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",leve,85.9,27.8,73.0
2022-07-03,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",leve,113.3,21.0,87.0
2024-05-13,árvore caída,Santo Amaro,"Queda de árvore no bairro Santo Amaro, obstruindo parcialmente a via e oferecendo risco à população.",moderada,45.1,24.6,70.9
2024-03-20,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,43.7,17.8,95.0
2023-06-27,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",moderada,44.9,16.0,94.4
